y,y+,y*,rhob,rhow,ub,ut,Tb,Tw,ew,hw,cw,sm,Gm,mum,lam,cpm,cvm,Prm,Eckm,Tmfw,umfb,umft,Tffw,uffb,ufft,upupb,upupt,vpvpb,vpvpt,wpwpb,wpwpt,upvpb,upvpt,TpTpw,vpTpb,vpTpt,ufufb,ufuft,ufuftauw,vfvfb,vfvft,vfvftauw,wfwfb,wfwft,wfwftauw,ufvfb,ufvft,ufvftauw,TfTfw,vfTfb,vfTfw,<ufufb>,<ufuft>,<vfvfb>,<vfvft>,<wfwfb>,<wfwft>,<ufvfb>,<ufvft>,<TfTfw>,<vfTfb>,<vfTft>,Shear1,Shear2,M1,M2,Re,rhormsj,rhormsw,Mrms,Trmsj,Trmsw,prmsj,crmsj,Grms,T0rmsj,srms,cprms,cvrms,murmsj,larmsj,Prrms,Eckrms,Mt,urmsb,urms+,urms*,vrmsb,vrms+,vrms*,wrmsb,wrms+,wrms*,vrt+,vrt*,vrtx+,vrtx*,vrty+,vrty*,vrtz+,vrtz*,divrms+,divrms*,ducrrms,-rhoupvp,-rhovpTp,-upvp_duy,T0,ducros,qtot,retaus,ropup,ropvp,ropwp"
5.471044183E-01,3.427178650E+02,1.100014038E+02,9.608716369E-01,3.856304288E-01,1.071835399E+00,3.058120728E+01,2.567352772E+00,2.567298412E+00,2.567265987E+00,2.567265987E+00,1.602238417E+00,7.774463501E+02,1.200000048E+00,1.934746981E+00,1.934746981E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.704441905E+00,2.567352772E+00,1.071596146E+00,3.057438278E+01,-5.435734784E-05,2.391881862E-04,6.824428216E-03,5.071456544E-03,4.128437996E+00,1.951394486E-03,1.588539958E+00,2.599406289E-03,2.116056442E+00,1.434083562E-03,1.167421103E+00,1.328132697E-03,5.850825110E-04,1.669335552E-02,1.958403038E-03,1.594245315E+00,1.594245315E+00,7.524276152E-04,6.125165224E-01,6.125165224E-01,1.001624390E-03,8.153761029E-01,8.153761029E-01,5.554896779E-04,4.521984458E-01,4.521984458E-01,5.161440931E-04,2.285201481E-04,6.520051975E-03,5.071513820E-03,4.128484726E+00,1.951421960E-03,1.588562369E+00,2.599406289E-03,2.116056442E+00,-1.434123144E-03,-1.167453408E+00,1.328135724E-03,-5.850734888E-04,-1.669309847E-02,4.528955817E-01,4.772199094E-01,2.060245037E+00,2.056473494E+00,3.818282715E+03,1.988560706E-02,7.668498438E-03,1.284185499E-01,1.419508457E-02,3.644295037E-02,2.518781275E-02,7.132084575E-03,2.756875801E-06,6.332521886E-02,1.212285995E+01,9.876584045E-06,5.543031421E-06,9.965452366E-03,9.965452366E-03,2.009986474E-06,2.088110149E-01,1.882054359E-01,7.121347636E-02,2.031836271E+00,1.261752129E+00,4.417453334E-02,1.260371327E+00,7.826796770E-01,5.098435655E-02,1.454666615E+00,9.033357501E-01,1.167702302E-01,6.965617090E-02,6.660539657E-02,6.593181938E-02,2.502147481E-02,-4.080844155E-05,7.993960025E-05,-3.913116234E-05,8.610571385E-04,1.665926771E-03,0.000000000E+00,4.522109032E-01,4.863075446E-05,1.332042217E-01,4.756841660E+00,0.000000000E+00,9.078922123E-02,2.010610809E+02,-1.527777195E+01,1.058474445E+01,-2.315945923E-01
5.526325107E-01,3.461807861E+02,1.110896378E+02,9.607464075E-01,3.855801821E-01,1.073399425E+00,3.062583160E+01,2.567883253E+00,2.567825317E+00,2.567792892E+00,2.567792892E+00,1.602403641E+00,7.776445923E+02,1.200000048E+00,1.935025811E+00,1.935025811E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.708911538E+00,2.567883253E+00,1.073168278E+00,3.061923599E+01,-5.809376307E-05,2.311353892E-04,6.594668608E-03,5.013570189E-03,4.081315517E+00,1.936865970E-03,1.576712966E+00,2.569914795E-03,2.092048645E+00,1.416742569E-03,1.153304577E+00,1.297989627E-03,5.737482570E-04,1.636997052E-02,1.935573760E-03,1.575661063E+00,1.575661063E+00,7.467166870E-04,6.078675389E-01,6.078675389E-01,9.901105659E-04,8.060032129E-01,8.060032129E-01,5.486442824E-04,4.466259480E-01,4.466259480E-01,5.042403354E-04,2.240205940E-04,6.391671952E-03,5.013623741E-03,4.081359386E+00,1.936892280E-03,1.576734424E+00,2.569914795E-03,2.092048645E+00,-1.416780055E-03,-1.153335094E+00,1.297993003E-03,-5.737388274E-04,-1.636970229E-02,4.473675191E-01,4.714093208E-01,2.062996149E+00,2.059261799E+00,3.822804932E+03,1.972206309E-02,7.604440209E-03,1.277543902E-01,1.403019205E-02,3.602701426E-02,2.502584830E-02,7.048832718E-03,2.756875801E-06,6.290860474E-02,1.195891762E+01,9.876584045E-06,5.543031421E-06,9.849354625E-03,9.849354625E-03,2.009986474E-06,2.080044001E-01,1.871868521E-01,7.080585510E-02,2.020206213E+00,1.254448295E+00,4.400978610E-02,1.255670786E+00,7.797098756E-01,5.069430172E-02,1.446390986E+00,8.981381059E-01,1.157408580E-01,6.902515143E-02,6.600926071E-02,6.537757814E-02,2.478335612E-02,-3.974372521E-05,7.785909111E-05,-3.811536590E-05,8.533076616E-04,1.651171362E-03,0.000000000E+00,4.466377199E-01,4.767316568E-05,1.336907595E-01,4.763517380E+00,0.000000000E+00,8.889027685E-02,2.010190125E+02,-1.476437569E+01,1.036406040E+01,-2.389783561E-01
5.582039952E-01,3.496708984E+02,1.121865082E+02,9.606237411E-01,3.855309486E-01,1.074960351E+00,3.067036819E+01,2.568406582E+00,2.568344831E+00,2.568312407E+00,2.568312407E+00,1.602566719E+00,7.778399048E+02,1.200000048E+00,1.935300827E+00,1.935300827E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.713381648E+00,2.568406582E+00,1.074736953E+00,3.066399574E+01,-6.162779755E-05,2.233392297E-04,6.372231524E-03,4.955940880E-03,4.034402370E+00,1.922380296E-03,1.564920902E+00,2.540425630E-03,2.068042994E+00,1.399239292E-03,1.139056087E+00,1.268437249E-03,5.624855985E-04,1.604863070E-02,1.912864042E-03,1.557174206E+00,1.557174206E+00,7.410263643E-04,6.032353044E-01,6.032353044E-01,9.786034934E-04,7.966359258E-01,7.966359258E-01,5.417421344E-04,4.410071969E-01,4.410071969E-01,4.925776739E-04,2.195529669E-04,6.264203694E-03,4.955990706E-03,4.034442902E+00,1.922405558E-03,1.564941525E+00,2.540425630E-03,2.068042994E+00,-1.399274799E-03,-1.139084935E+00,1.268441090E-03,-5.624758196E-04,-1.604835130E-02,4.417960048E-01,4.655523896E-01,2.065743923E+00,2.062046528E+00,3.827331299E+03,1.955955662E-02,7.540817373E-03,1.270884275E-01,1.386674214E-02,3.561450914E-02,2.486340143E-02,6.966318004E-03,2.756875801E-06,6.249247491E-02,1.179672432E+01,9.876584045E-06,5.543031421E-06,9.734279476E-03,9.734279476E-03,2.009986474E-06,2.071912289E-01,1.861663759E-01,7.039770484E-02,2.008561134E+00,1.247137547E+00,4.384490475E-02,1.250966549E+00,7.767391205E-01,5.040260032E-02,1.438068271E+00,8.929131031E-01,1.147210822E-01,6.839869916E-02,6.541642547E-02,6.483215839E-02,2.454519272E-02,-3.867905252E-05,7.579429075E-05,-3.711523459E-05,8.457199438E-04,1.636721543E-03,0.000000000E+00,4.410183430E-01,4.672237992E-05,1.341735274E-01,4.770183086E+00,0.000000000E+00,8.700240403E-02,2.009776154E+02,-1.426728725E+01,1.014623070E+01,-2.458510995E-01
5.638192892E-01,3.531884155E+02,1.132920914E+02,9.605036378E-01,3.854827583E-01,1.076518059E+00,3.071481323E+01,2.568922281E+00,2.568857193E+00,2.568824768E+00,2.568824768E+00,1.602727532E+00,7.780322266E+02,1.200000048E+00,1.935572028E+00,1.935572028E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.717851758E+00,2.568922281E+00,1.076302290E+00,3.070865631E+01,-6.496384594E-05,2.157994022E-04,6.157108117E-03,4.898552783E-03,3.987685204E+00,1.907941652E-03,1.553167105E+00,2.510958584E-03,2.044055223E+00,1.381572336E-03,1.124674201E+00,1.239472302E-03,5.512955831E-04,1.572936028E-02,1.890267478E-03,1.538779378E+00,1.538779378E+00,7.353581605E-04,5.986210704E-01,5.986210704E-01,9.671109146E-04,7.872802615E-01,7.872802615E-01,5.347823608E-04,4.353415966E-01,4.353415966E-01,4.811543040E-04,2.151175431E-04,6.137653720E-03,4.898599349E-03,3.987723351E+00,1.907965867E-03,1.553186774E+00,2.510958584E-03,2.044055223E+00,-1.381605864E-03,-1.124701500E+00,1.239476609E-03,-5.512854550E-04,-1.572907157E-02,4.361807108E-01,4.596488476E-01,2.068488121E+00,2.064827681E+00,3.831861572E+03,1.939802244E-02,7.477606181E-03,1.264204830E-01,1.370476373E-02,3.520551696E-02,2.470045723E-02,6.884554867E-03,2.756875801E-06,6.207671762E-02,1.163630486E+01,9.876584045E-06,5.543031421E-06,9.620248340E-03,9.620248340E-03,2.009986474E-06,2.063711733E-01,1.851440370E-01,6.998890638E-02,1.996897340E+00,1.239817739E+00,4.367994145E-02,1.246259809E+00,7.737683058E-01,5.010941997E-02,1.429703355E+00,8.876637220E-01,1.137116253E-01,6.777775288E-02,6.482645124E-02,6.429628283E-02,2.430725098E-02,-3.762386041E-05,7.376477879E-05,-3.614091474E-05,8.383716922E-04,1.622727956E-03,0.000000000E+00,4.353521168E-01,4.577844811E-05,1.346506327E-01,4.776838303E+00,0.000000000E+00,8.512526006E-02,2.009368896E+02,-1.378649330E+01,9.931208611E+00,-2.521077693E-01
5.694786310E-01,3.567335510E+02,1.144064713E+02,9.603860378E-01,3.854355514E-01,1.078072548E+00,3.075916481E+01,2.569430351E+00,2.569362164E+00,2.569329739E+00,2.569329739E+00,1.602885962E+00,7.782216187E+02,1.200000048E+00,1.935839295E+00,1.935839295E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.722321749E+00,2.569430351E+00,1.077864051E+00,3.075321579E+01,-6.810545892E-05,2.085159213E-04,5.949298386E-03,4.841390997E-03,3.941152334E+00,1.893552952E-03,1.541453958E+00,2.481536008E-03,2.020103693E+00,1.363740303E-03,1.110157967E+00,1.211092575E-03,5.401786184E-04,1.541217603E-02,1.867777784E-03,1.520471573E+00,1.520471573E+00,7.297131233E-04,5.940257311E-01,5.940257311E-01,9.556412115E-04,7.779433131E-01,7.779433131E-01,5.277644377E-04,4.296286404E-01,4.296286404E-01,4.699689453E-04,2.107144101E-04,6.012025289E-03,4.841434304E-03,3.941187859E+00,1.893576118E-03,1.541472793E+00,2.481536008E-03,2.020103693E+00,-1.363771968E-03,-1.110183716E+00,1.211097115E-03,-5.401682574E-04,-1.541187987E-02,4.305213392E-01,4.536983073E-01,2.071228504E+00,2.067604780E+00,3.836395264E+03,1.923741400E-02,7.414786145E-03,1.257503033E-01,1.354429033E-02,3.480012342E-02,2.453699708E-02,6.803559605E-03,2.756875801E-06,6.166121736E-02,1.147768974E+01,9.876584045E-06,5.543031421E-06,9.507283568E-03,9.507283568E-03,2.009986474E-06,2.055439055E-01,1.841199249E-01,6.957932562E-02,1.985211492E+00,1.232486963E+00,4.351492226E-02,1.241551638E+00,7.707979679E-01,4.981495813E-02,1.421301723E+00,8.823934793E-01,1.127119288E-01,6.716215611E-02,6.423921883E-02,6.376922876E-02,2.406966686E-02,-3.657902562E-05,7.177271618E-05,-3.519369420E-05,8.311714046E-04,1.609013416E-03,0.000000000E+00,4.296385944E-01,4.484139572E-05,1.351208389E-01,4.783483028E+00,0.000000000E+00,8.325789869E-02,2.008968506E+02,-1.332199860E+01,9.718931198E+00,-2.575738430E-01
5.751824975E-01,3.603065796E+02,1.155297165E+02,9.602710605E-01,3.853894174E-01,1.079623580E+00,3.080341911E+01,2.569931030E+00,2.569859982E+00,2.569827557E+00,2.569827557E+00,1.603042006E+00,7.784080200E+02,1.200000048E+00,1.936102629E+00,1.936102629E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.726791382E+00,2.569931030E+00,1.079422116E+00,3.079767036E+01,-7.105654367E-05,2.014885104E-04,5.748795345E-03,4.784439690E-03,3.894791126E+00,1.879215240E-03,1.529782295E+00,2.452184446E-03,1.996209860E+00,1.345742610E-03,1.095506907E+00,1.183292479E-03,5.291344132E-04,1.509706490E-02,1.845388790E-03,1.502245665E+00,1.502245665E+00,7.240916602E-04,5.894495845E-01,5.894495845E-01,9.442044538E-04,7.686331868E-01,7.686331868E-01,5.206880742E-04,4.238680899E-01,4.238680899E-01,4.590191529E-04,2.063433349E-04,5.887310952E-03,4.784480203E-03,3.894824266E+00,1.879237359E-03,1.529800296E+00,2.452184446E-03,1.996209860E+00,-1.345772645E-03,-1.095531225E+00,1.183297485E-03,-5.291238194E-04,-1.509676315E-02,4.248175323E-01,4.477004707E-01,2.073964834E+00,2.070377827E+00,3.840932129E+03,1.907768101E-02,7.352339104E-03,1.250777096E-01,1.338533778E-02,3.439838067E-02,2.437299863E-02,6.723341066E-03,2.756875801E-06,6.124586239E-02,1.132090092E+01,9.876584045E-06,5.543031421E-06,9.395396337E-03,9.395396337E-03,2.009986474E-06,2.047091275E-01,1.830940843E-01,6.916885823E-02,1.973500013E+00,1.225142717E+00,4.334986582E-02,1.236842275E+00,7.678282261E-01,4.951945320E-02,1.412870526E+00,8.771066070E-01,1.117205992E-01,6.655105203E-02,6.365463883E-02,6.324955076E-02,2.383238450E-02,-3.554539580E-05,6.981952902E-05,-3.427413685E-05,8.241749601E-04,1.595686539E-03,0.000000000E+00,4.238774776E-01,4.391116454E-05,1.355839521E-01,4.790115833E+00,0.000000000E+00,8.140166849E-02,2.008574982E+02,-1.287379169E+01,9.509349823E+00,-2.620669603E-01
5.809311271E-01,3.639076233E+02,1.166619110E+02,9.601586461E-01,3.853442967E-01,1.081171155E+00,3.084757233E+01,2.570424080E+00,2.570350170E+00,2.570317745E+00,2.570317745E+00,1.603195786E+00,7.785913086E+02,1.200000048E+00,1.936362028E+00,1.936362028E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.731260061E+00,2.570424080E+00,1.080976367E+00,3.084201622E+01,-7.382173499E-05,1.947161072E-04,5.555567797E-03,4.727681633E-03,3.848586798E+00,1.864928869E-03,1.518152356E+00,2.422932768E-03,1.972397566E+00,1.327579608E-03,1.080721140E+00,1.156062819E-03,5.181619199E-04,1.478400175E-02,1.823093276E-03,1.484095931E+00,1.484095931E+00,7.184938877E-04,5.848926306E-01,5.848926306E-01,9.328120505E-04,7.593591213E-01,7.593591213E-01,5.135531537E-04,4.180598557E-01,4.180598557E-01,4.483009689E-04,2.020038664E-04,5.763499066E-03,4.727719352E-03,3.848617792E+00,1.864950056E-03,1.518169641E+00,2.422932768E-03,1.972397566E+00,-1.327607897E-03,-1.080744267E+00,1.156068291E-03,-5.181511515E-04,-1.478369534E-02,4.190688729E-01,4.416549802E-01,2.076696873E+00,2.073146582E+00,3.845472168E+03,1.891878620E-02,7.290249690E-03,1.244024038E-01,1.322790328E-02,3.400028124E-02,2.420845442E-02,6.643895991E-03,2.756875801E-06,6.083052978E-02,1.116593552E+01,9.876584045E-06,5.543031421E-06,9.284583852E-03,9.284583852E-03,2.009986474E-06,2.038664222E-01,1.820666194E-01,6.875734031E-02,1.961758733E+00,1.217782497E+00,4.318477213E-02,1.232131839E+00,7.648592591E-01,4.922318831E-02,1.404417753E+00,8.718081117E-01,1.107359976E-01,6.594303995E-02,6.307265908E-02,6.273581833E-02,2.359512635E-02,-3.452756937E-05,6.791286432E-05,-3.338529859E-05,8.173519163E-04,1.582688419E-03,0.000000000E+00,4.180687368E-01,4.298766362E-05,1.360410601E-01,4.796736717E+00,0.000000000E+00,7.955920696E-02,2.008188324E+02,-1.244180870E+01,9.302403450E+00,-2.654502392E-01
5.867248774E-01,3.675369873E+02,1.178031387E+02,9.600488544E-01,3.853002191E-01,1.082714915E+00,3.089161873E+01,2.570909262E+00,2.570832968E+00,2.570800543E+00,2.570800543E+00,1.603347182E+00,7.787716064E+02,1.200000048E+00,1.936617494E+00,1.936617494E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.735727549E+00,2.570909262E+00,1.082526803E+00,3.088624954E+01,-7.640625699E-05,1.881966309E-04,5.369556136E-03,4.671094473E-03,3.802521944E+00,1.850693137E-03,1.506563783E+00,2.393813338E-03,1.948692679E+00,1.309251762E-03,1.065801382E+00,1.129390439E-03,5.072596250E-04,1.447294373E-02,1.800882630E-03,1.466015339E+00,1.466015339E+00,7.129194564E-04,5.803547502E-01,5.803547502E-01,9.214760503E-04,7.501310110E-01,7.501310110E-01,5.063598510E-04,4.122041166E-01,4.122041166E-01,4.378088634E-04,1.976953208E-04,5.640569143E-03,4.671129864E-03,3.802550793E+00,1.850713394E-03,1.506580234E+00,2.393813338E-03,1.948692679E+00,-1.309278538E-03,-1.065823197E+00,1.129396260E-03,-5.072487984E-04,-1.447263267E-02,4.132750928E-01,4.355615675E-01,2.079424620E+00,2.075911045E+00,3.850015137E+03,1.876070909E-02,7.228508592E-03,1.237240732E-01,1.307195798E-02,3.360575810E-02,2.404335700E-02,6.565209478E-03,2.756875801E-06,6.041506305E-02,1.101277351E+01,9.876584045E-06,5.543031421E-06,9.174825624E-03,9.174825624E-03,2.009986474E-06,2.030153573E-01,1.810375899E-01,6.834460050E-02,1.949982643E+00,1.210403085E+00,4.301963374E-02,1.227420211E+00,7.618908882E-01,4.892647639E-02,1.395951986E+00,8.665034175E-01,1.097567081E-01,6.533651054E-02,6.249333173E-02,6.222721934E-02,2.335744910E-02,-3.352716158E-05,6.605351518E-05,-3.252635361E-05,8.107284084E-04,1.570070046E-03,0.000000000E+00,4.122125208E-01,4.207075108E-05,1.364943534E-01,4.803344727E+00,0.000000000E+00,7.773434371E-02,2.007808685E+02,-1.202591896E+01,9.098038673E+00,-2.676708102E-01
5.925641656E-01,3.711948242E+02,1.189534683E+02,9.599416852E-01,3.852572143E-01,1.084254861E+00,3.093555641E+01,2.571387053E+00,2.571308136E+00,2.571275711E+00,2.571275711E+00,1.603496194E+00,7.789487915E+02,1.200000048E+00,1.936868906E+00,1.936868906E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.740193129E+00,2.571387053E+00,1.084072948E+00,3.093036652E+01,-7.881578495E-05,1.819271856E-04,5.190678407E-03,4.614652600E-03,3.756575346E+00,1.836507465E-03,1.495015860E+00,2.364856191E-03,1.925119996E+00,1.290760352E-03,1.050748348E+00,1.103258808E-03,4.964260734E-04,1.416384336E-02,1.778746722E-03,1.447995424E+00,1.447995424E+00,7.073679590E-04,5.758355856E-01,5.758355856E-01,9.102082113E-04,7.409583926E-01,7.409583926E-01,4.991084570E-04,4.063011408E-01,4.063011408E-01,4.275361425E-04,1.934170141E-04,5.518502090E-03,4.614685662E-03,3.756602287E+00,1.836526906E-03,1.495031595E+00,2.364856191E-03,1.925120115E+00,-1.290785614E-03,-1.050768852E+00,1.103264978E-03,-4.964150721E-04,-1.416353043E-02,4.074358046E-01,4.294199347E-01,2.082147837E+00,2.078670263E+00,3.854560059E+03,1.860344410E-02,7.167114411E-03,1.230423525E-01,1.291745342E-02,3.321469203E-02,2.387771569E-02,6.487256382E-03,2.756875801E-06,5.999928713E-02,1.086137676E+01,9.876584045E-06,5.543031421E-06,9.066087194E-03,9.066087194E-03,2.009986474E-06,2.021553665E-01,1.800069660E-01,6.793042272E-02,1.938165545E+00,1.203000784E+00,4.285444319E-02,1.222707033E+00,7.589229345E-01,4.862962291E-02,1.387482285E+00,8.611979485E-01,1.087818369E-01,6.473001093E-02,6.191676110E-02,6.172356009E-02,2.311879024E-02,-3.254694093E-05,6.424386811E-05,-3.169692718E-05,8.042982081E-04,1.557819429E-03,0.000000000E+00,4.063090682E-01,4.116027412E-05,1.369468570E-01,4.809938908E+00,0.000000000E+00,7.593131065E-02,2.007436066E+02,-1.162594604E+01,8.896198273E+00,-2.687781751E-01
5.984493494E-01,3.748814392E+02,1.201129913E+02,9.598371387E-01,3.852152526E-01,1.085790753E+00,3.097937584E+01,2.571856976E+00,2.571775913E+00,2.571743488E+00,2.571743488E+00,1.603642821E+00,7.791229248E+02,1.200000048E+00,1.937116265E+00,1.937116265E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.744656205E+00,2.571856976E+00,1.085614800E+00,3.097435760E+01,-8.105610323E-05,1.759046281E-04,5.018845201E-03,4.558328539E-03,3.710724592E+00,1.822371152E-03,1.483508110E+00,2.336087637E-03,1.901700854E+00,1.272106427E-03,1.035562992E+00,1.077650231E-03,4.856596643E-04,1.385666057E-02,1.756674610E-03,1.430027604E+00,1.430027604E+00,7.018391625E-04,5.713347793E-01,5.713347793E-01,8.990184288E-04,7.318493128E-01,7.318493128E-01,4.917994374E-04,4.003511965E-01,4.003511965E-01,4.174755595E-04,1.891682768E-04,5.397278816E-03,4.558359738E-03,3.710749865E+00,1.822389662E-03,1.483523130E+00,2.336087637E-03,1.901700854E+00,-1.272130408E-03,-1.035582542E+00,1.077656751E-03,-4.856486339E-04,-1.385634579E-02,4.015506506E-01,4.232296944E-01,2.084865808E+00,2.081424475E+00,3.859106689E+03,1.844700612E-02,7.106071338E-03,1.223568171E-01,1.276433002E-02,3.282693774E-02,2.371154912E-02,6.410006899E-03,2.756875801E-06,5.958300829E-02,1.071169949E+01,9.876584045E-06,5.543031421E-06,8.958326653E-03,8.958326653E-03,2.009986474E-06,2.012858093E-01,1.789747328E-01,6.751458347E-02,1.926300883E+00,1.195571423E+00,4.268918931E-02,1.217992067E+00,7.559552193E-01,4.833288863E-02,1.379016042E+00,8.558964729E-01,1.078109443E-01,6.412260979E-02,6.134306267E-02,6.122492626E-02,2.287850715E-02,-3.158862091E-05,6.248399586E-05,-3.089537495E-05,7.980666123E-04,1.545947045E-03,0.000000000E+00,4.003587067E-01,4.025609815E-05,1.374022514E-01,4.816518307E+00,0.000000000E+00,7.415392995E-02,2.007070312E+02,-1.124169064E+01,8.696829796E+00,-2.689100206E-01
6.043807268E-01,3.785969849E+02,1.212817764E+02,9.597351551E-01,3.851743340E-01,1.087322116E+00,3.102306938E+01,2.572319269E+00,2.572236061E+00,2.572203636E+00,2.572203636E+00,1.603787065E+00,7.792940063E+02,1.200000048E+00,1.937359810E+00,1.937359810E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.749115705E+00,2.572319269E+00,1.087152004E+00,3.101821518E+01,-8.313293074E-05,1.701258007E-04,4.853966180E-03,4.502096213E-03,3.664948225E+00,1.808284083E-03,1.472040415E+00,2.307525370E-03,1.878449678E+00,1.253291499E-03,1.020246625E+00,1.052547945E-03,4.749594082E-04,1.355136465E-02,1.734655933E-03,1.412103176E+00,1.412103176E+00,6.963328342E-04,5.668523312E-01,5.668523312E-01,8.879135130E-04,7.228093147E-01,7.228093147E-01,4.844331997E-04,3.943546712E-01,3.943546712E-01,4.076202167E-04,1.849486434E-04,5.276885815E-03,4.502125084E-03,3.664971828E+00,1.808301779E-03,1.472054839E+00,2.307525370E-03,1.878449678E+00,-1.253314083E-03,-1.020264983E+00,1.052554813E-03,-4.749483487E-04,-1.355104893E-02,3.956192732E-01,4.169905484E-01,2.087578058E+00,2.084172487E+00,3.863653564E+03,1.829142123E-02,7.045389619E-03,1.216670796E-01,1.261253189E-02,3.244235367E-02,2.354488336E-02,6.333431695E-03,2.756875801E-06,5.916603282E-02,1.056370068E+01,9.876584045E-06,5.543031421E-06,8.851502091E-03,8.851502091E-03,2.009986474E-06,2.004060447E-01,1.779407114E-01,6.709684432E-02,1.914382219E+00,1.188110948E+00,4.252387211E-02,1.213275313E+00,7.529877424E-01,4.803647473E-02,1.370558739E+00,8.506022692E-01,1.068439633E-01,6.351406127E-02,6.077234074E-02,6.073132902E-02,2.263588086E-02,-3.065416604E-05,6.077460057E-05,-3.012043635E-05,7.920248900E-04,1.534436480E-03,0.000000000E+00,3.943617642E-01,3.935811037E-05,1.378648728E-01,4.823081493E+00,0.000000000E+00,7.240524143E-02,2.006711578E+02,-1.087295723E+01,8.499876976E+00,-2.682422698E-01
6.103587151E-01,3.823417053E+02,1.224598999E+02,9.596357942E-01,3.851344585E-01,1.088848829E+00,3.106662750E+01,2.572773933E+00,2.572689056E+00,2.572656393E+00,2.572656393E+00,1.603929043E+00,7.794620972E+02,1.200000048E+00,1.937599301E+00,1.937599301E+00,3.500000000E+00,2.500000000E+00,6.999999881E-01,1.753570557E+00,2.572773933E+00,1.088684201E+00,3.106193161E+01,-8.505167352E-05,1.645875454E-04,4.695950542E-03,4.445931874E-03,3.619227409E+00,1.794246957E-03,1.460613489E+00,2.279178472E-03,1.855373859E+00,1.234316849E-03,1.004800320E+00,1.027937746E-03,4.643246066E-04,1.324793696E-02,1.712681609E-03,1.394214869E+00,1.394214869E+00,6.908491487E-04,5.623883605E-01,5.623883605E-01,8.768967236E-04,7.138410807E-01,7.138410807E-01,4.770102096E-04,3.883119524E-01,3.883119524E-01,3.979642643E-04,1.807577501E-04,5.157312844E-03,4.445958883E-03,3.619249582E+00,1.794263837E-03,1.460627198E+00,2.279178472E-03,1.855373859E+00,-1.234338270E-03,-1.004817724E+00,1.027944963E-03,-4.643135471E-04,-1.324762125E-02,3.896412849E-01,4.107021093E-01,2.090284109E+00,2.086914301E+00,3.868199463E+03,1.813671924E-02,6.985079031E-03,1.209727451E-01,1.246201340E-02,3.206082806E-02,2.337775752E-02,6.257508416E-03,2.756875801E-06,5.874817446E-02,1.041734886E+01,9.876584045E-06,5.543031421E-06,8.745584637E-03,8.745584637E-03,2.009986474E-06,1.995154619E-01,1.769047529E-01,6.667700410E-02,1.902403474E+00,1.180615544E+00,4.235849902E-02,1.208557010E+00,7.500206232E-01,4.774047434E-02,1.362113357E+00,8.453171253E-01,1.058811098E-01,6.290482730E-02,6.020468473E-02,6.024257094E-02,2.239015512E-02,-2.974513882E-05,5.911606786E-05,-2.937093086E-05,7.861646591E-04,1.523271436E-03,0.000000000E+00,3.883186579E-01,3.846624531E-05,1.383395642E-01,4.829627514E+00,0.000000000E+00,7.068748772E-02,2.006359558E+02,-1.051954556E+01,8.305279732E+00,-2.669261098E-01
